Star Number,RA (Decimal Degrees),DEC (Decimal Degrees)
201,313.1719966383302,-32.14944982969624
202,136.76935711822364,-58.5468855242479
203,65.9810442261515,34.18469607890515
204,97.2360140469524,21.04331591520652
205,200.6506708142819,-37.812426807456546
206,187.59603660178604,53.66598386317034
207,3.239835490554497,-16.456882014651015
208,123.10978090700398,-75.52105851426057
209,278.1939366920707,72.23481670902976
210,238.88337962735957,-5.90885809177459
211,255.3440766224798,23.19912562620081
212,83.29756341382033,22.22717897611416
213,258.4432197743856,-85.59920759272647
214,348.0838250304271,20.59480753014364
215,178.80906382183193,-7.39278811276516
216,124.40021189685332,-3.2238333680664084
217,322.1868325697165,63.393967028478556
218,3.928852503873328,-41.03524951795294
219,94.32089809143754,-87.85446182575959
220,191.43465035735827,-28.765872280251166
221,111.04143428135767,-58.07777753142954
222,169.74798020350082,-27.54354187018245
223,259.91100482592014,-9.10990211788733
224,196.4306396068147,-52.505156842111724
225,231.38655653532828,25.93997953766079
226,328.862336833875,64.7919717169072
227,343.47264074634296,61.296663237767376
228,197.53478125408603,-86.5955415301625
229,288.0668622931375,-50.98269446523314
230,81.69519795517444,-18.28198301509363
231,63.67942897354659,-32.64794260131511
232,197.12189600625976,76.7759296114447
233,101.51032205253023,43.926300871135396
234,151.1633732455552,55.469315473449115
235,25.351020632978937,-83.99193053006992
236,117.91121743276875,-51.7944545322286
237,304.31965492326884,44.67804551325955
238,310.6584711035128,74.0669933346355
239,328.5916349575408,-64.40958802943588
240,82.04512832665351,72.05072297834897
241,29.841658422747933,-65.8546564647165
242,195.28170798952263,3.0808749202856944
243,81.36897363824716,-7.339714852222713
244,354.2717004708103,24.089933851585116
245,124.30989974512954,-89.09030111477338
246,67.68517132367063,20.14595288517765
247,88.4891885972661,5.457859213387792
248,165.21070289010478,-73.30523916981683
249,216.93639899411409,1.353819585088985
250,4.726954706866868,-80.96865380925748
251,309.46957104811395,-75.99280276573758
252,16.469523891219545,-23.42978679433689
253,137.91108547286152,72.68974611742246
254,42.064514737165084,-88.84681749278688
255,103.59250161979122,-85.61238752097137
256,298.8279539653918,18.510523043234258
257,325.43978881693425,31.05109871557916
258,138.1056878157089,37.49278286511037
259,223.1400157833967,-24.838525538125083
260,26.445373135700045,-24.671284429862993
261,337.2204107289321,27.95605176880632
262,79.28015650652502,46.03074404470786
263,272.6773601558252,-3.221483363566591
264,27.71075449921938,81.6555402487142
265,198.50291069222237,-35.32222384662504
266,164.93367966684693,19.265620280296915
267,343.4084777884704,55.28287121111674
268,193.07080480858826,-65.72700239424817
269,173.1447801938854,-64.69990164285294
270,197.30129764408272,-89.1659698314411
271,49.877436574316754,-58.81979133503938
272,72.32984475620205,-67.53031022522767
273,267.59861368989976,60.24165280836681
274,83.51973304912167,41.3130065930755
275,26.797195183975596,23.44841423108585
276,177.8719074616921,-40.37209897530493
277,21.82885257903201,-32.632989102823935
278,202.66565628310343,57.756565779588584
279,57.457504101425755,-18.430072459842478
280,22.344824255108023,11.39110293889695
281,164.38207378388066,51.9854677209774
282,298.7889757537367,-4.132514304205401
283,165.5999117323618,87.62456360589266
284,79.61885288298505,11.540250013969114
285,53.86133548542605,-46.7836311825411
286,93.94793830057503,-66.277344025095
287,61.31595907265838,26.33646569315819
288,246.4426217978004,-54.41051918648988
289,162.10304123532185,16.782434770625215
290,23.950470125647318,48.14758071407425
291,143.34069061621065,-87.0415752659608
292,72.39749848440498,57.035362904860136
293,233.31703280551912,-25.758441860395195
294,336.1710892256172,-35.948338625121515
295,196.2614796632198,-8.675599029037713
296,30.218665885705256,-44.235011957390384
297,281.7774523164383,-65.19970479322936
298,35.62031459889176,57.385541069570394
299,16.053754287145033,6.396640284422219
300,211.0068254768689,45.52339094344126
301,164.02801790342826,-30.01686460421346
302,186.87629241888652,44.099396843528325
303,326.7554055860249,-42.96369977219637
304,30.234954865330394,-4.884058083594098
305,258.0611924165594,-23.821059028988643
306,355.0124026714541,14.399272139019871
307,207.4092255772348,33.73425406026634
308,136.37699317449986,-60.626127830367764
309,354.5632054799237,-25.614989334027115
310,1.7780195725329717,80.79500209690619
311,201.5305941808238,30.106410512307434
312,221.90809962264245,-74.28272191368178
313,146.70103043793446,-34.13019627990618
314,186.96353068042944,83.47454819151037
315,321.63337028381534,47.10583269870986
316,346.9529619215821,-81.54206998373188
317,221.90843818178254,45.701280472902084
318,131.75337552124532,-29.194540214609276
319,17.077900547470918,13.461090638661474
320,222.9687219755683,-74.66050740792889
321,49.276019127033194,20.492207311988977
322,109.94689976398674,-40.2814092820163
323,305.5557513166399,25.836418616576594
324,341.24830201787415,13.823479950938207
325,207.83967562734364,-48.64517198651085
326,180.51905585748304,56.47207120950452
327,131.66139264618747,19.614735532835
328,167.6947033600485,-55.118075077602235
329,47.17544148443507,-79.98147223024264
330,190.3259909574172,-26.82731847431291
331,110.94933366987999,-89.01441194344233
332,240.34217344485114,35.32785239704317
333,93.96855629303542,-65.04152396404987
334,185.85559589269732,56.293563148365735
335,349.1556694078208,-8.335113584786328
336,259.0458172531467,50.99826080583691
337,1.3511895907228588,14.217384815652792
338,236.46436938201205,-78.74679792635071
339,116.56168632900197,43.8492680327102
340,264.773668592179,55.51003565981472
341,140.98856002849467,64.55983822921351
342,11.33500363082204,-80.65183260773111
343,268.8486560447994,75.50183501816892
344,44.134472164867965,63.35302910848279
345,292.274446599769,10.69617221072427
346,8.575414860459247,-83.08161384454347
347,336.25738005585157,-85.20216407723862
348,316.0080862007448,53.98978613727576
349,79.62708477840948,-8.321131343477617
350,129.443208176593,-20.930071744705685
351,232.01700612140752,62.632645533558645
352,305.97437808357216,-69.61506719266023
353,120.12630379774819,-19.881012767490958
354,297.73752536192916,-69.45632961631651
355,231.63161885659855,34.554179323506716
356,47.28091010281622,-52.34584604885699
357,39.965278021732544,-1.9729499974950642
358,187.63291558855124,3.6536982369865427
359,130.78685226828446,-84.73564830118278
360,148.21988049585414,-24.571276770084268
361,186.17727391434283,87.28457355910723
362,196.2644111185271,-40.842072075430885
363,116.43343072064086,17.284880980308884
364,301.2492849397235,-9.4923703658759
365,92.40499495678392,89.63251916621809
366,250.76530717236312,-83.95284300052323
367,99.05449220823365,-39.38913136808668
368,301.9703717798213,-7.442592623440817
369,258.36512826980317,70.96191031591869
370,203.97495006743753,-7.90456114311759
371,218.68507845449636,-39.033952041660086
372,252.4252716621557,-76.6641263800142
373,50.78500712158169,-60.21856738151931
374,96.42922751771042,-49.933607221240734
375,123.79992377978859,44.372265432324554
376,272.3801714191458,79.41317317523834
377,133.2543523935294,44.565160022869094
378,57.77415567652311,-36.48029726296129
379,162.3193486234826,25.688217960416793
380,193.55114231956307,-62.44592413743767
381,251.23428194022677,30.848275275899013
382,104.01478125500589,-0.8327140485822611
383,36.77426361715549,55.528228470691886
384,312.3808095575345,-80.5250890417478
385,295.8118747507527,-27.673627331154123
386,237.0076442441666,-46.81960620851833
387,220.44128653265722,-81.97220034805325
388,299.92747913770006,13.242855719141033
389,178.82354296149126,6.6487742209617124
390,311.6003822548978,53.25155250870907
391,96.99098496035822,-66.61334216021851
392,329.6355991951104,-3.5893806972290463
393,208.51969981670496,-76.39240620105782
394,38.61006775463097,-59.77430020613851
395,44.30340192400523,41.30975160532603
396,28.762609508252446,-63.5955128947312
397,90.24120167563329,18.466821434084707
398,88.42566837493587,-66.70064105691904
399,270.60491308368535,-76.5267002422839
400,95.55367402708072,-8.858832973843917
401,293.8276453100867,-7.56824308680217
402,300.75364512976137,-30.806936781244033
403,241.92223984615833,-1.289746550715961
404,269.78005523501355,-21.10804185449281
405,292.2811816666298,80.62893878370389
406,186.53879836125526,89.80880378970244
407,8.253722151129445,-7.5921506777620635
408,334.9373761692314,-74.76274956444658
409,132.74724580675326,-29.887280499785092
410,155.01057533194836,-45.047234248284575
411,349.1835104897617,89.88930099430945
412,128.30338726680304,77.94204769931963
413,178.795252652499,-80.58262856926767
414,201.65985383198483,36.437143424462306
415,291.8736585469268,72.66466881101985
416,270.3027072794878,-76.26711934683026
417,2.0852903101918363,-41.20598894946056
418,354.9792898232931,-26.493522079214337
419,33.61519874524861,53.31838730803324
420,183.78026141314123,-5.726268340785879
421,309.75172655199015,66.75698347410858
422,272.8095956240061,49.23200816248726
423,86.01119487793535,-67.80094922921745
424,281.74009706209256,-53.40846405857711
425,82.28428367645665,74.67698188536039
426,302.6054711966755,-70.14310702417441
427,63.17733788745383,55.348459764405135
428,275.00493611838965,78.20580160462237
429,5.306058297741982,71.39042033433523
430,85.14988059650867,52.76726825323203
431,171.98812565089548,-1.3829536077342794
432,301.81529717102194,-18.793491737674373
433,234.96554309416518,-10.27904780776025
434,117.77026635296468,-34.16459208366034
435,247.0840806574132,52.530833864184615
436,341.95317712613473,-77.40301866117137
437,154.73780844622846,79.39469240217994
438,129.17668599498495,84.55065442096208
439,249.48169060916663,-32.91469288642529
440,24.05281799577753,40.30263641756389
441,102.71078106771532,-5.7247136877217315
442,290.131506699187,-19.06549612994057
443,160.27848326407522,29.670879666452237
444,240.48740263318837,76.80193497402973
445,159.5573566419807,-15.662845575576625
446,118.60516117478939,-13.76996322772382
447,330.89585416299803,23.839893265934677
448,59.51008842683355,-18.632885671489802
449,266.60755958349336,-50.92893233159919
450,192.59656477252366,21.262978106476595
451,95.49518084466752,57.62591073624981
452,186.73177848653944,-86.47529176812067
453,51.96756939837817,-5.463066886711374
454,323.576871837784,-8.649995266034011
455,40.065064028576444,56.83945243487088
456,69.37920509097148,-56.05919629431613
457,24.48004357582501,-49.98932021842029
458,120.41825750538645,-14.389352359417387
459,295.8205615157161,7.592923455086051
460,242.61922240767646,-84.77560272165427
461,222.66178177276635,6.189818788516561
462,332.05656186567813,-22.291113996342915
463,223.89053754316697,52.30564131388971
464,143.88863987627298,23.56012392104391
465,231.82495073348807,-10.115605611609794
466,206.39334010708046,-31.496478096220997
467,36.57316682890033,84.79455972611004
468,271.0521762480119,-4.580389156533542
469,237.74960701375534,17.24437701060289
470,318.2877793608039,-12.352892529417872
471,342.61815683553937,-69.05075620359513
472,187.83099456013284,84.10751223020259
473,207.21103256795598,-50.72071271636181
474,44.79679390846659,-34.398573603381365
475,72.97587945542318,-1.4775030650722982
476,316.83152139641203,-33.173127667081985
477,57.02436584552939,45.62704163741827
478,134.99598934376704,20.202533132226264
479,236.78064230516358,-75.80882501751577
480,170.0362602763045,-68.00258645793909
481,17.382564003786918,66.80764406718643
482,69.59998299129,2.641330232276559
483,29.87978184732606,15.066088397221662
484,246.34323434037898,-80.22058244542703
485,200.18110257090382,64.05347848081942
486,260.1789672455638,45.966097854619875
487,81.80485751614655,-0.8364047731651709
488,285.69990352730173,-17.59269888557695
489,144.68350967514962,51.42814221044088
490,331.192351146401,-76.89006897239263
491,289.8786614396086,-38.73550260786887
492,352.786946004566,-40.268454540907946
493,56.48387226743685,51.74482259786012
494,59.48441352587571,75.19414606287711
495,4.344611868450747,-23.86193056035981
496,235.6067087978313,-48.50691657619877
497,264.82718477115196,20.127550909402572
498,18.01028527739199,72.64383528799982
499,351.57693455543495,17.029284203722128
500,243.2473981763266,14.465960872074504
501,233.21255452302793,-61.458156469292206
502,267.9503245729115,-47.972420396583374
503,149.61993085248895,19.559153720731942
504,49.02933948953426,38.304209685299554
505,290.179477812591,88.1075975779971
506,158.65808240894665,11.289491206091924
507,175.30627118911394,-84.93203143922364
508,103.93887992774673,48.55329972466083
509,233.33711837553494,79.47967792664866
510,178.0636655666379,-38.40603780110283
511,100.9038217435991,73.06064983601559
512,354.4274994317689,-37.11675844959698
513,297.82823797238217,5.9605010083357115
514,324.6545962211081,62.05001506221288
515,3.555284586782408,-25.29412131094969
516,186.00033693990875,76.64132783561382
517,242.6216820089115,-21.523147301519558
518,250.4220934643822,-36.85921080616791
519,245.30152710567518,88.75866813180275
520,220.90913717522827,-41.50651291795534
521,36.846690719722076,88.94302203275075
522,135.51791642522798,89.26037514328613
523,324.3746126239277,69.23522979164804
524,250.6233118056421,-68.31333461055134
525,208.01999686706642,-64.70999010722772
526,313.1710094267939,-5.1405270658652285
527,15.797138648355888,-6.719854967372498
528,134.63686715979713,76.34727400367706
529,271.73018992495815,-9.255492309271148
530,21.35891715777616,-30.15912112504219
531,309.0013766773025,-89.83789432674361
532,45.39369263559733,68.65936139550743
533,141.24659226404236,33.721339998866355
534,11.670763748226417,-71.48687536657198
535,78.5005227762039,32.629296870727245
536,39.39270474858085,-7.076671653084716
537,285.47470513546176,-18.56031828563036
538,4.823211232588562,-67.36956723585803
539,193.8638273667074,-30.759333363075257
540,254.73129228169583,36.371141522277156
541,263.0010415602197,24.251855420045757
542,285.36664421759497,14.81183053875985
543,121.34420327105937,-45.68256335097892
544,242.21923218605548,7.573857499455869
545,137.4691368375759,-76.27192237784362
546,74.40773461903404,-49.11412605421268
547,245.6716564206634,71.71421191938052
548,36.31574461027845,-26.823657670645446
549,263.01592576910576,71.74647856400807
550,120.35015293957403,71.14150496869513
551,112.8076791569487,-62.41248866557302
552,138.4837307324712,53.69202720611568
553,201.26022776262255,44.25266449162467
554,114.65540652981194,39.60470226016173
555,287.6837442906467,40.02879773629883
556,112.85039851286581,75.1570054124864
557,87.0084888276742,-12.595220099691815
558,154.62156516995177,-67.88460120543168
559,86.40341444088686,30.02330789408805
560,305.01274876753143,-88.8671263018443
561,33.895953547272136,72.52049250341133
562,19.339813867755943,-80.26444943222259
563,325.99212063972203,41.380445390006514
564,125.31519833919181,22.723477797295914
565,49.44621352583652,-0.1966863518341455
566,225.0361132144932,-39.93200980236687
567,63.252095475636224,65.3273681760057
568,343.46013399987777,53.386870424556406
569,23.07814695788621,-18.784466311547376
570,359.12619523159054,86.4714127553369
571,80.90340968343253,1.4984954572244362
572,61.9297486191894,38.85968182655779
573,29.417346106131784,53.41694109245327
574,215.95339629895022,-16.007929249256478
575,16.848150689863772,-34.71447324163438
576,6.1329432688593055,5.969064578011256
577,2.7489273465813424,-14.973178886303373
578,43.40490760500193,57.23276639765399
579,327.7240038971315,-23.499230586233935
580,125.99426707676918,33.00581799944561
581,280.9962882819258,-40.26550260792004
582,176.60057545518586,-65.60074377710173
583,71.27152649955868,41.72637615682814
584,117.40266640960971,-31.568153329309382
585,350.227665699183,5.851022749105326
586,191.3637474287924,4.72559784291623
587,216.18391846281588,-68.088540114347
588,188.62019160997704,9.740095432942411
589,41.179048895418305,-20.985054410834948
590,310.2586939976002,33.65078625169454
591,115.45972600988345,76.43259192071233
592,138.0536161462466,-7.967075040654251
593,328.005962619727,66.82129008936838
594,116.37431154335131,47.78337317790496
595,146.42212273501053,-84.94874751911347
596,150.3845954901945,-31.804316299933028
597,12.657545059954796,54.951826409513245
598,290.53711555261754,-73.8516244166524
599,284.7676500156026,-79.57138440024468
600,230.16536922139713,-72.1969693562764
601,143.56906301483897,-62.50752393116282
602,96.98630252719379,61.05718221841818
603,15.651590975383645,-60.505282352117526
604,38.08452532451115,-29.162092719989403
605,49.70175008479893,2.5364519119449653
606,213.70816434741351,-6.630737941291301
607,24.552168777595675,38.55289758501485
608,56.73252952045129,38.721367025293944
609,117.06811443948244,-65.03328543868795
610,215.41331269619397,55.69538123226863
611,25.441172046545613,77.02345483890971
612,333.49214690879467,46.06427309650553
613,322.41152630592785,-52.34904973611101
614,296.0992200437752,-51.6710045519659
615,352.5904417612768,7.242205020745416
616,92.83653441522362,-53.065099135903466
617,26.24485881911773,28.724417150259157
618,168.38968691842473,-85.06964133273927
619,120.812989490954,59.69493160168636
620,267.03118996361405,42.45024906939136
621,264.3817718208385,-14.026729513560156
622,129.57124852445733,-85.23982398043853
623,44.348151116752675,-42.705887050135516
624,83.87548496411611,77.62823560958918
625,260.9813153452636,62.76739491229412
626,261.64277259767204,-29.283628535932152
627,171.2077967937202,84.4449218467492
628,292.91013719737765,-0.5288130942257965
629,301.39503505283784,71.31132809444779
630,354.98564126600337,-36.523428480419525
631,0.39673433341203435,21.20751030079346
632,300.28451012039545,70.17266164430148
633,309.5437218225412,89.09719165521429
634,318.5154871190759,59.77170980048561
635,17.99677555473714,-4.949184313573994
636,68.56012782060401,18.503178029752036
637,134.2178607956794,66.56431726904327
638,265.03324146380686,-5.30077538373547
639,230.22560130588056,-52.21021359077586
640,287.27328127406895,-41.22262977924596
641,129.08993281744074,-17.540019224703613
642,256.1649904652282,46.38367038805063
643,352.50308607909903,37.70307183987583
644,42.523862520559376,49.239219345184125
645,266.7597432373464,-57.86767010021114
646,51.39449774502823,21.944991886470092
647,107.98141220651401,-33.74060345364075
648,213.25674568239904,25.45270668770685
649,169.53037391394827,8.780849211620975
650,159.11439408286904,52.42136037444257
651,175.4088218048581,57.122902667972085
652,179.79842991211086,17.589451374248213
653,210.09708756408273,-69.63399337359466
654,229.85534602585875,-24.537187657479066
655,152.74653505735876,-51.53725379296419
656,198.18258934889894,28.209646022806083
657,83.37593870047955,87.50325323924113
658,4.702416838262136,12.789911637293287
659,192.06950434773682,12.30008314055516
660,205.7856429078942,80.2306478870074
661,57.941211034695286,-6.025790803546656
662,41.16807611630206,-65.35921636380448
663,96.01843410129925,20.256273236817663
664,76.54069382207283,-41.60508848598079
665,36.691303289912305,50.932043747080826
666,186.88458088774377,72.05207492434911
667,23.04725946151518,-54.9484425566657
668,117.39734335887016,-22.214318411635062
669,40.56453369600794,19.614350962145267
670,197.2708255548683,10.16372717972773
671,184.939629022551,63.90791350171801
672,280.04809476074763,51.05566975151126
673,144.9967666590166,34.96362869533246
674,44.3136478450796,32.0717563408099
675,329.3479779851327,-16.57832243462272
676,298.97436791351413,26.94254132667031
677,71.69014348358932,-76.85290521566253
678,233.94145230808476,26.983245001864802
679,15.242168915480416,-33.21804451674498
680,235.7932185563022,69.58587164097048
681,169.76264695137473,2.0976387355948987
682,139.93968147396205,26.388614915259282
683,89.2310499956861,-45.47944866280151
684,106.16623731493829,14.426950533045073
685,260.39285702136164,85.00886506622993
686,58.42252554960544,-59.418626803259244
687,58.59273625377239,-86.9960682182203
688,156.28539558639363,36.58416094714262
689,325.77550442843085,41.90058488666887
690,91.26382236106193,-70.31476532609094
691,318.5028994402435,61.82779720398668
692,3.7846108218139385,-76.07199694275644
693,248.53933315996622,34.19905889872956
694,160.43634378118068,75.42438149995897
695,148.89086013977024,18.981023488789617
696,211.6304498178575,42.70042820403526
697,285.4071039502372,10.539509520093091
698,298.4951181745782,-0.5083172383212826
699,16.51446471244292,-42.61030763263442
700,304.45696170741843,-46.21382207638242
701,22.327526163773616,28.614720963476344
702,136.97149225766034,-79.32743890170276
703,8.357399599743086,-24.97826701017324
704,208.5849538060605,-43.79362155291976
705,26.727908073766933,-79.47088686892546
706,116.63320449455055,-1.9423531525256976
707,131.2485827565859,-63.86398599444392
708,327.80387284986523,-21.585536590527894
709,9.858215493004515,9.68664321756745
710,94.53306513835355,24.159056768271057
711,164.991287512314,-53.34943022342313
712,213.41856536222,-64.96538342037972
713,297.7352028011427,-56.799116316529506
714,349.89612244416907,74.70483474002174
715,122.22223536378044,-44.19895672427069
716,80.27267511570608,40.97689857562477
717,199.9265409050008,86.97446346555216
718,347.4508966712483,-74.21858028118297
719,130.90620979206983,-63.71790687226278
720,205.28681934728365,-46.97764773965857
721,263.15113802348924,88.42493996730738
722,235.06431480242122,-2.9170038753724867
723,160.0797960458358,-41.92450632364654
724,166.6228807583886,31.7064555291808
725,337.60492359811275,-86.85378145850699
726,318.9683684135482,-14.428731021126765
727,181.74215557897924,-77.93127141480866
728,339.2779247860224,18.063884252865492
729,207.7287098531075,-69.85893960064793
730,147.59093780920387,-15.407951396762712
731,97.74744534837318,-19.628641640964204
732,148.94357825057563,-85.65025458042818
733,87.12386041672644,-1.202451779646097
734,144.0495044597993,-57.85289083807066
735,68.15387182512673,-89.1294208478148
736,345.7106959209063,-7.883899358055487
737,49.87413836378758,-16.669131128344233
738,320.0324814597732,78.05550040497303
739,248.85026831187466,86.32172011670193
740,108.19367266174622,-50.300860690956576
741,163.92631466139704,25.713474341833432
742,328.45124746968395,-60.15117312214028
743,256.08162199487373,-57.910496632870036
744,164.55166842671736,-7.578759768477852
745,69.4923332945682,-64.65157461111858
746,165.8384325474496,56.56506426058803
747,21.603885590229666,16.10348133803687
748,337.5324380184799,-62.210238566062046
749,105.5191665211591,-72.3592099423334
750,282.543606857754,-21.536666033877864
751,33.38464166552396,-47.64209770911081
752,158.19722606627772,-30.80141862101506
